prompt,completion
"What is the GNIS name associated with Beaufort, South Carolina?","The GNIS name associated with Beaufort, South Carolina, is Beaufort County."
"What was the Total Deliveries in Pickens, South Carolina, in 2022?","The Total Deliveries in Pickens, South Carolina, in 2022 was 1224."
"What was the Percent Total Deliveries in Pickens, South Carolina, in 2022?","The Percent Total Deliveries in Pickens, South Carolina, in 2022 was 2,5."
"What was the Percent Medicaid Deliveries in Pickens, South Carolina, in 2022?","The Percent Medicaid Deliveries in Pickens, South Carolina, in 2022 was 56."
"What was the Percent Uninsured Deliveries in Pickens, South Carolina, in 2022?","The Percent Uninsured Deliveries in Pickens, South Carolina, in 2022 was 1,8."
"What was the Percent Rural Deliveries in Pickens, South Carolina, in 2022?","The Percent Rural Deliveries in Pickens, South Carolina, in 2022 was 34,1."
"What was the Percent Birthing Persons of Color in Pickens, South Carolina, in 2022?","The Percent Birthing Persons of Color in Pickens, South Carolina, in 2022 was 18,5."
"What was the Percent Black Non-Hispanic Birthing Persons in Pickens, South Carolina, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Pickens, South Carolina, in 2022 was 7,8."
"What was the Percent Hispanic Birthing Persons in Pickens, South Carolina, in 2022?","The Percent Hispanic Birthing Persons in Pickens, South Carolina, in 2022 was 8,5."
"What was the Percent Other Non-Hispanic Birthing Persons in Pickens, South Carolina, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Pickens, South Carolina, in 2022 was 2,3."
"What was the Percent Premature Deliveries in Pickens, South Carolina, in 2022?","The Percent Premature Deliveries in Pickens, South Carolina, in 2022 was 11,7."
"What was the Percent Low Birthweight Deliveries in Pickens, South Carolina, in 2022?","The Percent Low Birthweight Deliveries in Pickens, South Carolina, in 2022 was 8,3."
"What was the Percent Chronic Physical Health Conditions in Pickens, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in Pickens, South Carolina, in 2022 was 28,5."
"What was the Percent Chronic Behavioral Health Conditions in Pickens, South Carolina, in 2022?","The Percent Chronic Behavioral Health Conditions in Pickens, South Carolina, in 2022 was 29,9."
"What was the SMM Per 10000 Deliveries in Pickens, South Carolina, in 2022?","The SMM Per 10000 Deliveries in Pickens, South Carolina, in 2022 was 81,7."
"What was the Percent Potentially Avoidable Primary Cesareans in Pickens, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Pickens, South Carolina, in 2022 was 23,1."
"What was the Maternity Care Desert in Pickens, South Carolina, in 2022?","The Maternity Care Desert in Pickens, South Carolina, in 2022 was Access to Maternity Care."
"What was the Maternal Vulnerability Index (MVI) Score in Pickens, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in Pickens, South Carolina, in 2022 was High."
"What was the MVI Reproductive Health in Pickens, South Carolina, in 2022?","The MVI Reproductive Health in Pickens, South Carolina, in 2022 was High."
"What was the MVI Physical Health in Pickens, South Carolina, in 2022?","The MVI Physical Health in Pickens, South Carolina, in 2022 was High."
"What was the MVI Mental Health in Pickens, South Carolina, in 2022?","The MVI Mental Health in Pickens, South Carolina, in 2022 was High."
"What was the MVI General Health in Pickens, South Carolina, in 2022?","The MVI General Health in Pickens, South Carolina, in 2022 was Med."
"What was the MVI Socioeconomic Determinants in Pickens, South Carolina, in 2022?","The MVI Socioeconomic Determinants in Pickens, South Carolina, in 2022 was Med."
"What was the MVI Physical Environment in Pickens, South Carolina, in 2022?","The MVI Physical Environment in Pickens, South Carolina, in 2022 was High."
"What was the population of Pickens, South Carolina, in 2022?","The population of Pickens, South Carolina, in 2022 was 131404."
"What is the area in square kilometers of Pickens, South Carolina?","The area of Pickens, South Carolina, is 1328,027918 square kilometers."
"What is the GNIS name associated with Pickens, South Carolina?","The GNIS name associated with Pickens, South Carolina, is Pickens County."
"What was the Total Deliveries in Sumter, South Carolina, in 2022?","The Total Deliveries in Sumter, South Carolina, in 2022 was 1222."
"What was the Percent Total Deliveries in Sumter, South Carolina, in 2022?","The Percent Total Deliveries in Sumter, South Carolina, in 2022 was 2,5."
"What was the Percent Medicaid Deliveries in Sumter, South Carolina, in 2022?","The Percent Medicaid Deliveries in Sumter, South Carolina, in 2022 was 65,9."
"What was the Percent Uninsured Deliveries in Sumter, South Carolina, in 2022?","The Percent Uninsured Deliveries in Sumter, South Carolina, in 2022 was 0,8."
"What was the Percent Rural Deliveries in Sumter, South Carolina, in 2022?","The Percent Rural Deliveries in Sumter, South Carolina, in 2022 was 22,7."
"What was the Percent Birthing Persons of Color in Sumter, South Carolina, in 2022?","The Percent Birthing Persons of Color in Sumter, South Carolina, in 2022 was 58,6."
"What was the Percent Black Non-Hispanic Birthing Persons in Sumter, South Carolina, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Sumter, South Carolina, in 2022 was 51,2."
"What was the Percent Hispanic Birthing Persons in Sumter, South Carolina, in 2022?","The Percent Hispanic Birthing Persons in Sumter, South Carolina, in 2022 was 5,1."
"What was the Percent Other Non-Hispanic Birthing Persons in Sumter, South Carolina, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Sumter, South Carolina, in 2022 was 2,3."
"What was the Percent Premature Deliveries in Sumter, South Carolina, in 2022?","The Percent Premature Deliveries in Sumter, South Carolina, in 2022 was 11,5."
"What was the Percent Low Birthweight Deliveries in Sumter, South Carolina, in 2022?","The Percent Low Birthweight Deliveries in Sumter, South Carolina, in 2022 was 11."
"What was the Percent Chronic Physical Health Conditions in Sumter, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in Sumter, South Carolina, in 2022 was 28,1."
"What was the Percent Chronic Behavioral Health Conditions in Sumter, South Carolina, in 2022?","The Percent Chronic Behavioral Health Conditions in Sumter, South Carolina, in 2022 was 22,5."
"What was the SMM Per 10000 Deliveries in Sumter, South Carolina, in 2022?","The SMM Per 10000 Deliveries in Sumter, South Carolina, in 2022 was 65,5."
"What was the Percent Potentially Avoidable Primary Cesareans in Sumter, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Sumter, South Carolina, in 2022 was 23,4."
"What was the Maternity Care Desert in Sumter, South Carolina, in 2022?","The Maternity Care Desert in Sumter, South Carolina, in 2022 was Access to Maternity Care."
"What was the Maternal Vulnerability Index (MVI) Score in Sumter, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in Sumter, South Carolina, in 2022 was High."
"What was the MVI Reproductive Health in Sumter, South Carolina, in 2022?","The MVI Reproductive Health in Sumter, South Carolina, in 2022 was Med."
"What was the MVI Physical Health in Sumter, South Carolina, in 2022?","The MVI Physical Health in Sumter, South Carolina, in 2022 was High."
"What was the MVI Mental Health in Sumter, South Carolina, in 2022?","The MVI Mental Health in Sumter, South Carolina, in 2022 was Med."
"What was the MVI General Health in Sumter, South Carolina, in 2022?","The MVI General Health in Sumter, South Carolina, in 2022 was High."
"What was the MVI Socioeconomic Determinants in Sumter, South Carolina, in 2022?","The MVI Socioeconomic Determinants in Sumter, South Carolina, in 2022 was High."
"What was the MVI Physical Environment in Sumter, South Carolina, in 2022?","The MVI Physical Environment in Sumter, South Carolina, in 2022 was High."
"What was the population of Sumter, South Carolina, in 2022?","The population of Sumter, South Carolina, in 2022 was 105556."
"What is the area in square kilometers of Sumter, South Carolina?","The area of Sumter, South Carolina, is 1766,59178 square kilometers."
"What is the GNIS name associated with Sumter, South Carolina?","The GNIS name associated with Sumter, South Carolina, is Sumter County."
"What was the Total Deliveries in Spartanburg, South Carolina, in 2022?","The Total Deliveries in Spartanburg, South Carolina, in 2022 was 3755."
"What was the Percent Total Deliveries in Spartanburg, South Carolina, in 2022?","The Percent Total Deliveries in Spartanburg, South Carolina, in 2022 was 7,8."
"What was the Percent Medicaid Deliveries in Spartanburg, South Carolina, in 2022?","The Percent Medicaid Deliveries in Spartanburg, South Carolina, in 2022 was 62,8."
"What was the Percent Uninsured Deliveries in Spartanburg, South Carolina, in 2022?","The Percent Uninsured Deliveries in Spartanburg, South Carolina, in 2022 was 5,4."
"What was the Percent Rural Deliveries in Spartanburg, South Carolina, in 2022?","The Percent Rural Deliveries in Spartanburg, South Carolina, in 2022 was 20,9."
"What was the Percent Birthing Persons of Color in Spartanburg, South Carolina, in 2022?","The Percent Birthing Persons of Color in Spartanburg, South Carolina, in 2022 was 36,1."
"What was the Percent Black Non-Hispanic Birthing Persons in Spartanburg, South Carolina, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Spartanburg, South Carolina, in 2022 was 21."
"What was the Percent Hispanic Birthing Persons in Spartanburg, South Carolina, in 2022?","The Percent Hispanic Birthing Persons in Spartanburg, South Carolina, in 2022 was 12."
"What was the Percent Other Non-Hispanic Birthing Persons in Spartanburg, South Carolina, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Spartanburg, South Carolina, in 2022 was 3."
"What was the Percent Premature Deliveries in Spartanburg, South Carolina, in 2022?","The Percent Premature Deliveries in Spartanburg, South Carolina, in 2022 was 9,8."
"What was the Percent Low Birthweight Deliveries in Spartanburg, South Carolina, in 2022?","The Percent Low Birthweight Deliveries in Spartanburg, South Carolina, in 2022 was 7,9."
"What was the Percent Chronic Physical Health Conditions in Spartanburg, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in Spartanburg, South Carolina, in 2022 was 22,7."
"What was the Percent Chronic Behavioral Health Conditions in Spartanburg, South Carolina, in 2022?","The Percent Chronic Behavioral Health Conditions in Spartanburg, South Carolina, in 2022 was 21,7."
"What was the SMM Per 10000 Deliveries in Spartanburg, South Carolina, in 2022?","The SMM Per 10000 Deliveries in Spartanburg, South Carolina, in 2022 was 39,9."
"What was the Percent Potentially Avoidable Primary Cesareans in Spartanburg, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Spartanburg, South Carolina, in 2022 was 24."
"What was the Maternity Care Desert in Spartanburg, South Carolina, in 2022?","The Maternity Care Desert in Spartanburg, South Carolina, in 2022 was Access to Maternity Care."
"What was the Maternal Vulnerability Index (MVI) Score in Spartanburg, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in Spartanburg, South Carolina, in 2022 was High."
"What was the MVI Reproductive Health in Spartanburg, South Carolina, in 2022?","The MVI Reproductive Health in Spartanburg, South Carolina, in 2022 was High."
"What was the MVI Physical Health in Spartanburg, South Carolina, in 2022?","The MVI Physical Health in Spartanburg, South Carolina, in 2022 was High."
"What was the MVI Mental Health in Spartanburg, South Carolina, in 2022?","The MVI Mental Health in Spartanburg, South Carolina, in 2022 was Med."
"What was the MVI General Health in Spartanburg, South Carolina, in 2022?","The MVI General Health in Spartanburg, South Carolina, in 2022 was Med."
"What was the MVI Socioeconomic Determinants in Spartanburg, South Carolina, in 2022?","The MVI Socioeconomic Determinants in Spartanburg, South Carolina, in 2022 was Med."
"What was the MVI Physical Environment in Spartanburg, South Carolina, in 2022?","The MVI Physical Environment in Spartanburg, South Carolina, in 2022 was High."
"What was the population of Spartanburg, South Carolina, in 2022?","The population of Spartanburg, South Carolina, in 2022 was 327997."
"What is the area in square kilometers of Spartanburg, South Carolina?","The area of Spartanburg, South Carolina, is 2123,203936 square kilometers."
"What is the GNIS name associated with Spartanburg, South Carolina?","The GNIS name associated with Spartanburg, South Carolina, is Spartanburg County."
"What was the Total Deliveries in Dillon, South Carolina, in 2022?","The Total Deliveries in Dillon, South Carolina, in 2022 was 335."
"What was the Percent Total Deliveries in Dillon, South Carolina, in 2022?","The Percent Total Deliveries in Dillon, South Carolina, in 2022 was 0,7."
"What was the Percent Medicaid Deliveries in Dillon, South Carolina, in 2022?","The Percent Medicaid Deliveries in Dillon, South Carolina, in 2022 was 89,6."
"What was the Percent Uninsured Deliveries in Dillon, South Carolina, in 2022?","The Percent Uninsured Deliveries in Dillon, South Carolina, in 2022 was 0,6."
"What was the Percent Rural Deliveries in Dillon, South Carolina, in 2022?","The Percent Rural Deliveries in Dillon, South Carolina, in 2022 was 40,3."
"What was the Percent Birthing Persons of Color in Dillon, South Carolina, in 2022?","The Percent Birthing Persons of Color in Dillon, South Carolina, in 2022 was 58,2."
"What was the Percent Black Non-Hispanic Birthing Persons in Dillon, South Carolina, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Dillon, South Carolina, in 2022 was 50,7."
"What was the Percent Hispanic Birthing Persons in Dillon, South Carolina, in 2022?","The Percent Hispanic Birthing Persons in Dillon, South Carolina, in 2022 was 5,1."
"What was the Percent Other Non-Hispanic Birthing Persons in Dillon, South Carolina, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Dillon, South Carolina, in 2022 was 2,4."
"What was the Percent Premature Deliveries in Dillon, South Carolina, in 2022?","The Percent Premature Deliveries in Dillon, South Carolina, in 2022 was 14."
"What was the Percent Low Birthweight Deliveries in Dillon, South Carolina, in 2022?","The Percent Low Birthweight Deliveries in Dillon, South Carolina, in 2022 was 11,6."
"What was the Percent Chronic Physical Health Conditions in Dillon, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in Dillon, South Carolina, in 2022 was 32,8."
"What was the Percent Chronic Behavioral Health Conditions in Dillon, South Carolina, in 2022?","The Percent Chronic Behavioral Health Conditions in Dillon, South Carolina, in 2022 was 35,2."
"What was the SMM Per 10000 Deliveries in Dillon, South Carolina, in 2022?","The SMM Per 10000 Deliveries in Dillon, South Carolina, in 2022 was 59,7."
"What was the Percent Potentially Avoidable Primary Cesareans in Dillon, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Dillon, South Carolina, in 2022 was 27,4."
"What was the Maternity Care Desert in Dillon, South Carolina, in 2022?","The Maternity Care Desert in Dillon, South Carolina, in 2022 was Low Access to Care."
"What was the Maternal Vulnerability Index (MVI) Score in Dillon, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in Dillon, South Carolina, in 2022 was High."
"What was the MVI Reproductive Health in Dillon, South Carolina, in 2022?","The MVI Reproductive Health in Dillon, South Carolina, in 2022 was Med."
"What was the MVI Physical Health in Dillon, South Carolina, in 2022?","The MVI Physical Health in Dillon, South Carolina, in 2022 was High."
"What was the MVI Mental Health in Dillon, South Carolina, in 2022?","The MVI Mental Health in Dillon, South Carolina, in 2022 was Med."
"What was the MVI General Health in Dillon, South Carolina, in 2022?","The MVI General Health in Dillon, South Carolina, in 2022 was High."
"What was the MVI Socioeconomic Determinants in Dillon, South Carolina, in 2022?","The MVI Socioeconomic Determinants in Dillon, South Carolina, in 2022 was High."
"What was the MVI Physical Environment in Dillon, South Carolina, in 2022?","The MVI Physical Environment in Dillon, South Carolina, in 2022 was High."
"What was the population of Dillon, South Carolina, in 2022?","The population of Dillon, South Carolina, in 2022 was 28292."
"What is the area in square kilometers of Dillon, South Carolina?","The area of Dillon, South Carolina, is 1053,659351 square kilometers."
"What is the GNIS name associated with Dillon, South Carolina?","The GNIS name associated with Dillon, South Carolina, is Dillon County."
"What was the Total Deliveries in Marion, South Carolina, in 2022?","The Total Deliveries in Marion, South Carolina, in 2022 was 271."
"What was the Percent Total Deliveries in Marion, South Carolina, in 2022?","The Percent Total Deliveries in Marion, South Carolina, in 2022 was 0,6."
"What was the Percent Medicaid Deliveries in Marion, South Carolina, in 2022?","The Percent Medicaid Deliveries in Marion, South Carolina, in 2022 was 86,3."
"What was the Percent Uninsured Deliveries in Marion, South Carolina, in 2022?","The Percent Uninsured Deliveries in Marion, South Carolina, in 2022 was 0."
"What was the Percent Rural Deliveries in Marion, South Carolina, in 2022?","The Percent Rural Deliveries in Marion, South Carolina, in 2022 was 100."
"What was the Percent Birthing Persons of Color in Marion, South Carolina, in 2022?","The Percent Birthing Persons of Color in Marion, South Carolina, in 2022 was 65,3."
"What was the Percent Black Non-Hispanic Birthing Persons in Marion, South Carolina, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Marion, South Carolina, in 2022 was 63,1."
"What was the Percent Hispanic Birthing Persons in Marion, South Carolina, in 2022?","The Percent Hispanic Birthing Persons in Marion, South Carolina, in 2022 was 2,2."
"What was the Percent Other Non-Hispanic Birthing Persons in Marion, South Carolina, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Marion, South Carolina, in 2022 was 0."
"What was the Percent Premature Deliveries in Marion, South Carolina, in 2022?","The Percent Premature Deliveries in Marion, South Carolina, in 2022 was 15,1."
"What was the Percent Low Birthweight Deliveries in Marion, South Carolina, in 2022?","The Percent Low Birthweight Deliveries in Marion, South Carolina, in 2022 was 12,9."
"What was the Percent Chronic Physical Health Conditions in Marion, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in Marion, South Carolina, in 2022 was 38,4."
"What was the Percent Chronic Behavioral Health Conditions in Marion, South Carolina, in 2022?","The Percent Chronic Behavioral Health Conditions in Marion, South Carolina, in 2022 was 29,9."
"What was the SMM Per 10000 Deliveries in Marion, South Carolina, in 2022?","The SMM Per 10000 Deliveries in Marion, South Carolina, in 2022 was 184,5."
"What was the Percent Potentially Avoidable Primary Cesareans in Marion, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Marion, South Carolina, in 2022 was 27,8."
"What was the Maternity Care Desert in Marion, South Carolina, in 2022?","The Maternity Care Desert in Marion, South Carolina, in 2022 was Access to Maternity Care."
"What was the Maternal Vulnerability Index (MVI) Score in Marion, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in Marion, South Carolina, in 2022 was High."
"What was the MVI Reproductive Health in Marion, South Carolina, in 2022?","The MVI Reproductive Health in Marion, South Carolina, in 2022 was Med."
"What was the MVI Physical Health in Marion, South Carolina, in 2022?","The MVI Physical Health in Marion, South Carolina, in 2022 was High."
"What was the MVI Mental Health in Marion, South Carolina, in 2022?","The MVI Mental Health in Marion, South Carolina, in 2022 was High."
"What was the MVI General Health in Marion, South Carolina, in 2022?","The MVI General Health in Marion, South Carolina, in 2022 was High."
"What was the MVI Socioeconomic Determinants in Marion, South Carolina, in 2022?","The MVI Socioeconomic Determinants in Marion, South Carolina, in 2022 was High."
"What was the MVI Physical Environment in Marion, South Carolina, in 2022?","The MVI Physical Environment in Marion, South Carolina, in 2022 was High."
"What was the population of Marion, South Carolina, in 2022?","The population of Marion, South Carolina, in 2022 was 29183."
"What is the area in square kilometers of Marion, South Carolina?","The area of Marion, South Carolina, is 1279,885491 square kilometers."
"What is the GNIS name associated with Marion, South Carolina?","The GNIS name associated with Marion, South Carolina, is Marion County."
"What was the Total Deliveries in Charleston, South Carolina, in 2022?","The Total Deliveries in Charleston, South Carolina, in 2022 was 4537."
"What was the Percent Total Deliveries in Charleston, South Carolina, in 2022?","The Percent Total Deliveries in Charleston, South Carolina, in 2022 was 9,4."
"What was the Percent Medicaid Deliveries in Charleston, South Carolina, in 2022?","The Percent Medicaid Deliveries in Charleston, South Carolina, in 2022 was 40,6."
"What was the Percent Uninsured Deliveries in Charleston, South Carolina, in 2022?","The Percent Uninsured Deliveries in Charleston, South Carolina, in 2022 was 1,3."
"What was the Percent Rural Deliveries in Charleston, South Carolina, in 2022?","The Percent Rural Deliveries in Charleston, South Carolina, in 2022 was 13,5."
"What was the Percent Birthing Persons of Color in Charleston, South Carolina, in 2022?","The Percent Birthing Persons of Color in Charleston, South Carolina, in 2022 was 38,3."
"What was the Percent Black Non-Hispanic Birthing Persons in Charleston, South Carolina, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Charleston, South Carolina, in 2022 was 24,1."
"What was the Percent Hispanic Birthing Persons in Charleston, South Carolina, in 2022?","The Percent Hispanic Birthing Persons in Charleston, South Carolina, in 2022 was 11,6."
"What was the Percent Other Non-Hispanic Birthing Persons in Charleston, South Carolina, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Charleston, South Carolina, in 2022 was 2,6."
"What was the Percent Premature Deliveries in Charleston, South Carolina, in 2022?","The Percent Premature Deliveries in Charleston, South Carolina, in 2022 was 10,7."
"What was the Percent Low Birthweight Deliveries in Charleston, South Carolina, in 2022?","The Percent Low Birthweight Deliveries in Charleston, South Carolina, in 2022 was 9."
"What was the Percent Chronic Physical Health Conditions in Charleston, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in Charleston, South Carolina, in 2022 was 19,2."
"What was the Percent Chronic Behavioral Health Conditions in Charleston, South Carolina, in 2022?","The Percent Chronic Behavioral Health Conditions in Charleston, South Carolina, in 2022 was 22,9."
"What was the SMM Per 10000 Deliveries in Charleston, South Carolina, in 2022?","The SMM Per 10000 Deliveries in Charleston, South Carolina, in 2022 was 88,2."
"What was the Percent Potentially Avoidable Primary Cesareans in Charleston, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Charleston, South Carolina, in 2022 was 24,1."
"What was the Maternity Care Desert in Charleston, South Carolina, in 2022?","The Maternity Care Desert in Charleston, South Carolina, in 2022 was Access to Maternity Care."
"What was the Maternal Vulnerability Index (MVI) Score in Charleston, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in Charleston, South Carolina, in 2022 was Med."
"What was the MVI Reproductive Health in Charleston, South Carolina, in 2022?","The MVI Reproductive Health in Charleston, South Carolina, in 2022 was Low."
"What was the MVI Physical Health in Charleston, South Carolina, in 2022?","The MVI Physical Health in Charleston, South Carolina, in 2022 was Med."
"What was the MVI Mental Health in Charleston, South Carolina, in 2022?","The MVI Mental Health in Charleston, South Carolina, in 2022 was Med."
"What was the MVI General Health in Charleston, South Carolina, in 2022?","The MVI General Health in Charleston, South Carolina, in 2022 was Low."
"What was the MVI Socioeconomic Determinants in Charleston, South Carolina, in 2022?","The MVI Socioeconomic Determinants in Charleston, South Carolina, in 2022 was Med."
"What was the MVI Physical Environment in Charleston, South Carolina, in 2022?","The MVI Physical Environment in Charleston, South Carolina, in 2022 was High."
"What was the population of Charleston, South Carolina, in 2022?","The population of Charleston, South Carolina, in 2022 was 408235."
"What is the area in square kilometers of Charleston, South Carolina?","The area of Charleston, South Carolina, is 3517,343493 square kilometers."
"What is the GNIS name associated with Charleston, South Carolina?","The GNIS name associated with Charleston, South Carolina, is Charleston County."
"What was the Total Deliveries in Edgefield, South Carolina, in 2022?","The Total Deliveries in Edgefield, South Carolina, in 2022 was 89."
"What was the Percent Total Deliveries in Edgefield, South Carolina, in 2022?","The Percent Total Deliveries in Edgefield, South Carolina, in 2022 was 0,2."
"What was the Percent Medicaid Deliveries in Edgefield, South Carolina, in 2022?","The Percent Medicaid Deliveries in Edgefield, South Carolina, in 2022 was 84,3."
"What was the Percent Uninsured Deliveries in Edgefield, South Carolina, in 2022?","The Percent Uninsured Deliveries in Edgefield, South Carolina, in 2022 was 1,1."
"What was the Percent Rural Deliveries in Edgefield, South Carolina, in 2022?","The Percent Rural Deliveries in Edgefield, South Carolina, in 2022 was 49,4."
"What was the Percent Birthing Persons of Color in Edgefield, South Carolina, in 2022?","The Percent Birthing Persons of Color in Edgefield, South Carolina, in 2022 was 57,3."
"What was the Percent Black Non-Hispanic Birthing Persons in Edgefield, South Carolina, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Edgefield, South Carolina, in 2022 was 44,9."
"What was the Percent Hispanic Birthing Persons in Edgefield, South Carolina, in 2022?","The Percent Hispanic Birthing Persons in Edgefield, South Carolina, in 2022 was 12,4."
"What was the Percent Other Non-Hispanic Birthing Persons in Edgefield, South Carolina, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Edgefield, South Carolina, in 2022 was 0."
"What was the Percent Premature Deliveries in Edgefield, South Carolina, in 2022?","The Percent Premature Deliveries in Edgefield, South Carolina, in 2022 was 12,4."
"What was the Percent Low Birthweight Deliveries in Edgefield, South Carolina, in 2022?","The Percent Low Birthweight Deliveries in Edgefield, South Carolina, in 2022 was 12,4."
"What was the Percent Chronic Physical Health Conditions in Edgefield, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in Edgefield, South Carolina, in 2022 was 32,6."
"What was the Percent Chronic Behavioral Health Conditions in Edgefield, South Carolina, in 2022?","The Percent Chronic Behavioral Health Conditions in Edgefield, South Carolina, in 2022 was 34,8."
"What was the SMM Per 10000 Deliveries in Edgefield, South Carolina, in 2022?","The SMM Per 10000 Deliveries in Edgefield, South Carolina, in 2022 was 0."
"What was the Percent Potentially Avoidable Primary Cesareans in Edgefield, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Edgefield, South Carolina, in 2022 was 32,3."
"What was the Maternity Care Desert in Edgefield, South Carolina, in 2022?","The Maternity Care Desert in Edgefield, South Carolina, in 2022 was Access to Maternity Care."
"What was the Maternal Vulnerability Index (MVI) Score in Edgefield, South Carolina, in 2022?","The Maternal Vulnerability Index (MVI) Score in Edgefield, South Carolina, in 2022 was Med."
"What was the MVI Reproductive Health in Edgefield, South Carolina, in 2022?","The MVI Reproductive Health in Edgefield, South Carolina, in 2022 was Med."
"What was the MVI Physical Health in Edgefield, South Carolina, in 2022?","The MVI Physical Health in Edgefield, South Carolina, in 2022 was Med."
"What was the MVI Mental Health in Edgefield, South Carolina, in 2022?","The MVI Mental Health in Edgefield, South Carolina, in 2022 was Med."
"What was the MVI General Health in Edgefield, South Carolina, in 2022?","The MVI General Health in Edgefield, South Carolina, in 2022 was Med."
"What was the MVI Socioeconomic Determinants in Edgefield, South Carolina, in 2022?","The MVI Socioeconomic Determinants in Edgefield, South Carolina, in 2022 was Med."
"What was the MVI Physical Environment in Edgefield, South Carolina, in 2022?","The MVI Physical Environment in Edgefield, South Carolina, in 2022 was High."
"What was the population of Edgefield, South Carolina, in 2022?","The population of Edgefield, South Carolina, in 2022 was 25657."
"What is the area in square kilometers of Edgefield, South Carolina?","The area of Edgefield, South Carolina, is 1313,132261 square kilometers."
"What is the GNIS name associated with Edgefield, South Carolina?","The GNIS name associated with Edgefield, South Carolina, is Edgefield County."
"What was the Total Deliveries in Oconee, South Carolina, in 2022?","The Total Deliveries in Oconee, South Carolina, in 2022 was 642."
"What was the Percent Total Deliveries in Oconee, South Carolina, in 2022?","The Percent Total Deliveries in Oconee, South Carolina, in 2022 was 1,3."
"What was the Percent Medicaid Deliveries in Oconee, South Carolina, in 2022?","The Percent Medicaid Deliveries in Oconee, South Carolina, in 2022 was 65."
"What was the Percent Uninsured Deliveries in Oconee, South Carolina, in 2022?","The Percent Uninsured Deliveries in Oconee, South Carolina, in 2022 was 3."
"What was the Percent Rural Deliveries in Oconee, South Carolina, in 2022?","The Percent Rural Deliveries in Oconee, South Carolina, in 2022 was 50."
"What was the Percent Birthing Persons of Color in Oconee, South Carolina, in 2022?","The Percent Birthing Persons of Color in Oconee, South Carolina, in 2022 was 22,1."
"What was the Percent Black Non-Hispanic Birthing Persons in Oconee, South Carolina, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Oconee, South Carolina, in 2022 was 9,2."
"What was the Percent Hispanic Birthing Persons in Oconee, South Carolina, in 2022?","The Percent Hispanic Birthing Persons in Oconee, South Carolina, in 2022 was 11,4."
"What was the Percent Other Non-Hispanic Birthing Persons in Oconee, South Carolina, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Oconee, South Carolina, in 2022 was 1,6."
"What was the Percent Premature Deliveries in Oconee, South Carolina, in 2022?","The Percent Premature Deliveries in Oconee, South Carolina, in 2022 was 9,5."
"What was the Percent Low Birthweight Deliveries in Oconee, South Carolina, in 2022?","The Percent Low Birthweight Deliveries in Oconee, South Carolina, in 2022 was 7."
"What was the Percent Chronic Physical Health Conditions in Oconee, South Carolina, in 2022?","The Percent Chronic Physical Health Conditions in Oconee, South Carolina, in 2022 was 27,6."
"What was the Percent Chronic Behavioral Health Conditions in Oconee, South Carolina, in 2022?","The Percent Chronic Behavioral Health Conditions in Oconee, South Carolina, in 2022 was 37,7."
"What was the SMM Per 10000 Deliveries in Oconee, South Carolina, in 2022?","The SMM Per 10000 Deliveries in Oconee, South Carolina, in 2022 was 124,6."
"What was the Percent Potentially Avoidable Primary Cesareans in Oconee, South Carolina, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Oconee, South Carolina, in 2022 was 23,7."
