prompt,completion
Can you provide some details regarding the value for SMM Per 10000 Deliveries in Newberry in 2022?,"Yes, your queried detail is here, the SMM Per 10000 Deliveries in Newberry was equal to 50.1."
"What was the Percent Potentially Avoidable Primary Cesareans in Newberry, Unknown, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Newberry, Unknown, in 2022 was 26.8."
Can you tell me what was the Percent Potentially Avoidable Primary Cesareans in Newberry in 2022?,"Yes, your answer is here, the Percent Potentially Avoidable Primary Cesareans in Newberry was 26.8."
The value for Percent Potentially Avoidable Primary Cesareans in Newberry in 2022 was equal to?,"Yes, your answer is here, the Percent Potentially Avoidable Primary Cesareans in Newberry was equal to 26.8."
Can you provide some details regarding the value for Percent Potentially Avoidable Primary Cesareans in Newberry in 2022?,"Yes, your queried detail is here, the Percent Potentially Avoidable Primary Cesareans in Newberry was equal to 26.8."
"What was the Maternity Care Desert in Newberry, Unknown, in 2022?","The Maternity Care Desert in Newberry, Unknown, in 2022 was Low Access to Care."
Can you tell me what was the Maternity Care Desert in Newberry in 2022?,"Yes, your answer is here, the Maternity Care Desert in Newberry was Low Access to Care."
The value for Maternity Care Desert in Newberry in 2022 was equal to?,"Yes, your answer is here, the Maternity Care Desert in Newberry was equal to Low Access to Care."
Can you provide some details regarding the value for Maternity Care Desert in Newberry in 2022?,"Yes, your queried detail is here, the Maternity Care Desert in Newberry was equal to Low Access to Care."
"What was the Maternal Vulnerability Index (MVI) Score in Newberry, Unknown, in 2022?","The Maternal Vulnerability Index (MVI) Score in Newberry, Unknown, in 2022 was High."
Can you tell me what was the Maternal Vulnerability Index (MVI) Score in Newberry in 2022?,"Yes, your answer is here, the Maternal Vulnerability Index (MVI) Score in Newberry was High."
The value for Maternal Vulnerability Index (MVI) Score in Newberry in 2022 was equal to?,"Yes, your answer is here, the Maternal Vulnerability Index (MVI) Score in Newberry was equal to High."
Can you provide some details regarding the value for Maternal Vulnerability Index (MVI) Score in Newberry in 2022?,"Yes, your queried detail is here, the Maternal Vulnerability Index (MVI) Score in Newberry was equal to High."
"What was the MVI Reproductive Health in Newberry, Unknown, in 2022?","The MVI Reproductive Health in Newberry, Unknown, in 2022 was Med."
Can you tell me what was the MVI Reproductive Health in Newberry in 2022?,"Yes, your answer is here, the MVI Reproductive Health in Newberry was Med."
The value for MVI Reproductive Health in Newberry in 2022 was equal to?,"Yes, your answer is here, the MVI Reproductive Health in Newberry was equal to Med."
Can you provide some details regarding the value for MVI Reproductive Health in Newberry in 2022?,"Yes, your queried detail is here, the MVI Reproductive Health in Newberry was equal to Med."
"What was the MVI Physical Health in Newberry, Unknown, in 2022?","The MVI Physical Health in Newberry, Unknown, in 2022 was High."
Can you tell me what was the MVI Physical Health in Newberry in 2022?,"Yes, your answer is here, the MVI Physical Health in Newberry was High."
The value for MVI Physical Health in Newberry in 2022 was equal to?,"Yes, your answer is here, the MVI Physical Health in Newberry was equal to High."
Can you provide some details regarding the value for MVI Physical Health in Newberry in 2022?,"Yes, your queried detail is here, the MVI Physical Health in Newberry was equal to High."
"What was the MVI Mental Health in Newberry, Unknown, in 2022?","The MVI Mental Health in Newberry, Unknown, in 2022 was Med."
Can you tell me what was the MVI Mental Health in Newberry in 2022?,"Yes, your answer is here, the MVI Mental Health in Newberry was Med."
The value for MVI Mental Health in Newberry in 2022 was equal to?,"Yes, your answer is here, the MVI Mental Health in Newberry was equal to Med."
Can you provide some details regarding the value for MVI Mental Health in Newberry in 2022?,"Yes, your queried detail is here, the MVI Mental Health in Newberry was equal to Med."
"What was the MVI General Health in Newberry, Unknown, in 2022?","The MVI General Health in Newberry, Unknown, in 2022 was Med."
Can you tell me what was the MVI General Health in Newberry in 2022?,"Yes, your answer is here, the MVI General Health in Newberry was Med."
The value for MVI General Health in Newberry in 2022 was equal to?,"Yes, your answer is here, the MVI General Health in Newberry was equal to Med."
Can you provide some details regarding the value for MVI General Health in Newberry in 2022?,"Yes, your queried detail is here, the MVI General Health in Newberry was equal to Med."
"What was the MVI Socioeconomic Determinants in Newberry, Unknown, in 2022?","The MVI Socioeconomic Determinants in Newberry, Unknown, in 2022 was High."
Can you tell me what was the MVI Socioeconomic Determinants in Newberry in 2022?,"Yes, your answer is here, the MVI Socioeconomic Determinants in Newberry was High."
The value for MVI Socioeconomic Determinants in Newberry in 2022 was equal to?,"Yes, your answer is here, the MVI Socioeconomic Determinants in Newberry was equal to High."
Can you provide some details regarding the value for MVI Socioeconomic Determinants in Newberry in 2022?,"Yes, your queried detail is here, the MVI Socioeconomic Determinants in Newberry was equal to High."
"What was the MVI Physical Environment in Newberry, Unknown, in 2022?","The MVI Physical Environment in Newberry, Unknown, in 2022 was High."
Can you tell me what was the MVI Physical Environment in Newberry in 2022?,"Yes, your answer is here, the MVI Physical Environment in Newberry was High."
The value for MVI Physical Environment in Newberry in 2022 was equal to?,"Yes, your answer is here, the MVI Physical Environment in Newberry was equal to High."
Can you provide some details regarding the value for MVI Physical Environment in Newberry in 2022?,"Yes, your queried detail is here, the MVI Physical Environment in Newberry was equal to High."
"What was the Total Deliveries in Lexington, Unknown, in 2022?","The Total Deliveries in Lexington, Unknown, in 2022 was 3127."
Can you tell me what was the Total Deliveries in Lexington in 2022?,"Yes, your answer is here, the Total Deliveries in Lexington was 3127."
The value for Total Deliveries in Lexington in 2022 was equal to?,"Yes, your answer is here, the Total Deliveries in Lexington was equal to 3127."
Can you provide some details regarding the value for Total Deliveries in Lexington in 2022?,"Yes, your queried detail is here, the Total Deliveries in Lexington was equal to 3127."
"What was the Percent Total Deliveries in Lexington, Unknown, in 2022?","The Percent Total Deliveries in Lexington, Unknown, in 2022 was 6.5."
Can you tell me what was the Percent Total Deliveries in Lexington in 2022?,"Yes, your answer is here, the Percent Total Deliveries in Lexington was 6.5."
The value for Percent Total Deliveries in Lexington in 2022 was equal to?,"Yes, your answer is here, the Percent Total Deliveries in Lexington was equal to 6.5."
Can you provide some details regarding the value for Percent Total Deliveries in Lexington in 2022?,"Yes, your queried detail is here, the Percent Total Deliveries in Lexington was equal to 6.5."
"What was the Percent Medicaid Deliveries in Lexington, Unknown, in 2022?","The Percent Medicaid Deliveries in Lexington, Unknown, in 2022 was 54.7."
Can you tell me what was the Percent Medicaid Deliveries in Lexington in 2022?,"Yes, your answer is here, the Percent Medicaid Deliveries in Lexington was 54.7."
The value for Percent Medicaid Deliveries in Lexington in 2022 was equal to?,"Yes, your answer is here, the Percent Medicaid Deliveries in Lexington was equal to 54.7."
Can you provide some details regarding the value for Percent Medicaid Deliveries in Lexington in 2022?,"Yes, your queried detail is here, the Percent Medicaid Deliveries in Lexington was equal to 54.7."
"What was the Percent Uninsured Deliveries in Lexington, Unknown, in 2022?","The Percent Uninsured Deliveries in Lexington, Unknown, in 2022 was 1.3."
Can you tell me what was the Percent Uninsured Deliveries in Lexington in 2022?,"Yes, your answer is here, the Percent Uninsured Deliveries in Lexington was 1.3."
The value for Percent Uninsured Deliveries in Lexington in 2022 was equal to?,"Yes, your answer is here, the Percent Uninsured Deliveries in Lexington was equal to 1.3."
Can you provide some details regarding the value for Percent Uninsured Deliveries in Lexington in 2022?,"Yes, your queried detail is here, the Percent Uninsured Deliveries in Lexington was equal to 1.3."
"What was the Percent Black Non-Hispanic Birthing Persons in Lexington, Unknown, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Lexington, Unknown, in 2022 was 20.2."
Can you tell me what was the Percent Black Non-Hispanic Birthing Persons in Lexington in 2022?,"Yes, your answer is here, the Percent Black Non-Hispanic Birthing Persons in Lexington was 20.2."
The value for Percent Black Non-Hispanic Birthing Persons in Lexington in 2022 was equal to?,"Yes, your answer is here, the Percent Black Non-Hispanic Birthing Persons in Lexington was equal to 20.2."
Can you provide some details regarding the value for Percent Black Non-Hispanic Birthing Persons in Lexington in 2022?,"Yes, your queried detail is here, the Percent Black Non-Hispanic Birthing Persons in Lexington was equal to 20.2."
"What was the Percent Hispanic Birthing Persons in Lexington, Unknown, in 2022?","The Percent Hispanic Birthing Persons in Lexington, Unknown, in 2022 was 12.5."
Can you tell me what was the Percent Hispanic Birthing Persons in Lexington in 2022?,"Yes, your answer is here, the Percent Hispanic Birthing Persons in Lexington was 12.5."
The value for Percent Hispanic Birthing Persons in Lexington in 2022 was equal to?,"Yes, your answer is here, the Percent Hispanic Birthing Persons in Lexington was equal to 12.5."
Can you provide some details regarding the value for Percent Hispanic Birthing Persons in Lexington in 2022?,"Yes, your queried detail is here, the Percent Hispanic Birthing Persons in Lexington was equal to 12.5."
"What was the Percent Other Non-Hispanic Birthing Persons in Lexington, Unknown, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Lexington, Unknown, in 2022 was 4.0."
Can you tell me what was the Percent Other Non-Hispanic Birthing Persons in Lexington in 2022?,"Yes, your answer is here, the Percent Other Non-Hispanic Birthing Persons in Lexington was 4.0."
The value for Percent Other Non-Hispanic Birthing Persons in Lexington in 2022 was equal to?,"Yes, your answer is here, the Percent Other Non-Hispanic Birthing Persons in Lexington was equal to 4.0."
Can you provide some details regarding the value for Percent Other Non-Hispanic Birthing Persons in Lexington in 2022?,"Yes, your queried detail is here, the Percent Other Non-Hispanic Birthing Persons in Lexington was equal to 4.0."
"What was the Percent Premature Deliveries in Lexington, Unknown, in 2022?","The Percent Premature Deliveries in Lexington, Unknown, in 2022 was 10.1."
Can you tell me what was the Percent Premature Deliveries in Lexington in 2022?,"Yes, your answer is here, the Percent Premature Deliveries in Lexington was 10.1."
The value for Percent Premature Deliveries in Lexington in 2022 was equal to?,"Yes, your answer is here, the Percent Premature Deliveries in Lexington was equal to 10.1."
Can you provide some details regarding the value for Percent Premature Deliveries in Lexington in 2022?,"Yes, your queried detail is here, the Percent Premature Deliveries in Lexington was equal to 10.1."
"What was the Percent Low Birthweight Deliveries in Lexington, Unknown, in 2022?","The Percent Low Birthweight Deliveries in Lexington, Unknown, in 2022 was 8.6."
Can you tell me what was the Percent Low Birthweight Deliveries in Lexington in 2022?,"Yes, your answer is here, the Percent Low Birthweight Deliveries in Lexington was 8.6."
The value for Percent Low Birthweight Deliveries in Lexington in 2022 was equal to?,"Yes, your answer is here, the Percent Low Birthweight Deliveries in Lexington was equal to 8.6."
Can you provide some details regarding the value for Percent Low Birthweight Deliveries in Lexington in 2022?,"Yes, your queried detail is here, the Percent Low Birthweight Deliveries in Lexington was equal to 8.6."
"What was the Percent Chronic Physical Health Conditions in Lexington, Unknown, in 2022?","The Percent Chronic Physical Health Conditions in Lexington, Unknown, in 2022 was 26.6."
Can you tell me what was the Percent Chronic Physical Health Conditions in Lexington in 2022?,"Yes, your answer is here, the Percent Chronic Physical Health Conditions in Lexington was 26.6."
The value for Percent Chronic Physical Health Conditions in Lexington in 2022 was equal to?,"Yes, your answer is here, the Percent Chronic Physical Health Conditions in Lexington was equal to 26.6."
Can you provide some details regarding the value for Percent Chronic Physical Health Conditions in Lexington in 2022?,"Yes, your queried detail is here, the Percent Chronic Physical Health Conditions in Lexington was equal to 26.6."
"What was the Percent Chronic Behavioral Health Conditions in Lexington, Unknown, in 2022?","The Percent Chronic Behavioral Health Conditions in Lexington, Unknown, in 2022 was 24.2."
Can you tell me what was the Percent Chronic Behavioral Health Conditions in Lexington in 2022?,"Yes, your answer is here, the Percent Chronic Behavioral Health Conditions in Lexington was 24.2."
The value for Percent Chronic Behavioral Health Conditions in Lexington in 2022 was equal to?,"Yes, your answer is here, the Percent Chronic Behavioral Health Conditions in Lexington was equal to 24.2."
Can you provide some details regarding the value for Percent Chronic Behavioral Health Conditions in Lexington in 2022?,"Yes, your queried detail is here, the Percent Chronic Behavioral Health Conditions in Lexington was equal to 24.2."
"What was the SMM Per 10000 Deliveries in Lexington, Unknown, in 2022?","The SMM Per 10000 Deliveries in Lexington, Unknown, in 2022 was 118.3."
Can you tell me what was the SMM Per 10000 Deliveries in Lexington in 2022?,"Yes, your answer is here, the SMM Per 10000 Deliveries in Lexington was 118.3."
The value for SMM Per 10000 Deliveries in Lexington in 2022 was equal to?,"Yes, your answer is here, the SMM Per 10000 Deliveries in Lexington was equal to 118.3."
Can you provide some details regarding the value for SMM Per 10000 Deliveries in Lexington in 2022?,"Yes, your queried detail is here, the SMM Per 10000 Deliveries in Lexington was equal to 118.3."
"What was the Percent Potentially Avoidable Primary Cesareans in Lexington, Unknown, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Lexington, Unknown, in 2022 was 22.2."
Can you tell me what was the Percent Potentially Avoidable Primary Cesareans in Lexington in 2022?,"Yes, your answer is here, the Percent Potentially Avoidable Primary Cesareans in Lexington was 22.2."
The value for Percent Potentially Avoidable Primary Cesareans in Lexington in 2022 was equal to?,"Yes, your answer is here, the Percent Potentially Avoidable Primary Cesareans in Lexington was equal to 22.2."
Can you provide some details regarding the value for Percent Potentially Avoidable Primary Cesareans in Lexington in 2022?,"Yes, your queried detail is here, the Percent Potentially Avoidable Primary Cesareans in Lexington was equal to 22.2."
"What was the Maternity Care Desert in Lexington, Unknown, in 2022?","The Maternity Care Desert in Lexington, Unknown, in 2022 was Access to Maternity Care."
Can you tell me what was the Maternity Care Desert in Lexington in 2022?,"Yes, your answer is here, the Maternity Care Desert in Lexington was Access to Maternity Care."
The value for Maternity Care Desert in Lexington in 2022 was equal to?,"Yes, your answer is here, the Maternity Care Desert in Lexington was equal to Access to Maternity Care."
Can you provide some details regarding the value for Maternity Care Desert in Lexington in 2022?,"Yes, your queried detail is here, the Maternity Care Desert in Lexington was equal to Access to Maternity Care."
"What was the Maternal Vulnerability Index (MVI) Score in Lexington, Unknown, in 2022?","The Maternal Vulnerability Index (MVI) Score in Lexington, Unknown, in 2022 was Med."
Can you tell me what was the Maternal Vulnerability Index (MVI) Score in Lexington in 2022?,"Yes, your answer is here, the Maternal Vulnerability Index (MVI) Score in Lexington was Med."
The value for Maternal Vulnerability Index (MVI) Score in Lexington in 2022 was equal to?,"Yes, your answer is here, the Maternal Vulnerability Index (MVI) Score in Lexington was equal to Med."
Can you provide some details regarding the value for Maternal Vulnerability Index (MVI) Score in Lexington in 2022?,"Yes, your queried detail is here, the Maternal Vulnerability Index (MVI) Score in Lexington was equal to Med."
"What was the MVI Reproductive Health in Lexington, Unknown, in 2022?","The MVI Reproductive Health in Lexington, Unknown, in 2022 was Med."
Can you tell me what was the MVI Reproductive Health in Lexington in 2022?,"Yes, your answer is here, the MVI Reproductive Health in Lexington was Med."
The value for MVI Reproductive Health in Lexington in 2022 was equal to?,"Yes, your answer is here, the MVI Reproductive Health in Lexington was equal to Med."
Can you provide some details regarding the value for MVI Reproductive Health in Lexington in 2022?,"Yes, your queried detail is here, the MVI Reproductive Health in Lexington was equal to Med."
"What was the MVI Physical Health in Lexington, Unknown, in 2022?","The MVI Physical Health in Lexington, Unknown, in 2022 was Med."
Can you tell me what was the MVI Physical Health in Lexington in 2022?,"Yes, your answer is here, the MVI Physical Health in Lexington was Med."
The value for MVI Physical Health in Lexington in 2022 was equal to?,"Yes, your answer is here, the MVI Physical Health in Lexington was equal to Med."
Can you provide some details regarding the value for MVI Physical Health in Lexington in 2022?,"Yes, your queried detail is here, the MVI Physical Health in Lexington was equal to Med."
"What was the MVI Mental Health in Lexington, Unknown, in 2022?","The MVI Mental Health in Lexington, Unknown, in 2022 was Med."
Can you tell me what was the MVI Mental Health in Lexington in 2022?,"Yes, your answer is here, the MVI Mental Health in Lexington was Med."
The value for MVI Mental Health in Lexington in 2022 was equal to?,"Yes, your answer is here, the MVI Mental Health in Lexington was equal to Med."
Can you provide some details regarding the value for MVI Mental Health in Lexington in 2022?,"Yes, your queried detail is here, the MVI Mental Health in Lexington was equal to Med."
"What was the MVI General Health in Lexington, Unknown, in 2022?","The MVI General Health in Lexington, Unknown, in 2022 was Med."
Can you tell me what was the MVI General Health in Lexington in 2022?,"Yes, your answer is here, the MVI General Health in Lexington was Med."
The value for MVI General Health in Lexington in 2022 was equal to?,"Yes, your answer is here, the MVI General Health in Lexington was equal to Med."
Can you provide some details regarding the value for MVI General Health in Lexington in 2022?,"Yes, your queried detail is here, the MVI General Health in Lexington was equal to Med."
"What was the MVI Socioeconomic Determinants in Lexington, Unknown, in 2022?","The MVI Socioeconomic Determinants in Lexington, Unknown, in 2022 was Med."
Can you tell me what was the MVI Socioeconomic Determinants in Lexington in 2022?,"Yes, your answer is here, the MVI Socioeconomic Determinants in Lexington was Med."
The value for MVI Socioeconomic Determinants in Lexington in 2022 was equal to?,"Yes, your answer is here, the MVI Socioeconomic Determinants in Lexington was equal to Med."
Can you provide some details regarding the value for MVI Socioeconomic Determinants in Lexington in 2022?,"Yes, your queried detail is here, the MVI Socioeconomic Determinants in Lexington was equal to Med."
"What was the MVI Physical Environment in Lexington, Unknown, in 2022?","The MVI Physical Environment in Lexington, Unknown, in 2022 was High."
Can you tell me what was the MVI Physical Environment in Lexington in 2022?,"Yes, your answer is here, the MVI Physical Environment in Lexington was High."
The value for MVI Physical Environment in Lexington in 2022 was equal to?,"Yes, your answer is here, the MVI Physical Environment in Lexington was equal to High."
Can you provide some details regarding the value for MVI Physical Environment in Lexington in 2022?,"Yes, your queried detail is here, the MVI Physical Environment in Lexington was equal to High."
"What was the Total Deliveries in Anderson, Unknown, in 2022?","The Total Deliveries in Anderson, Unknown, in 2022 was 2069."
Can you tell me what was the Total Deliveries in Anderson in 2022?,"Yes, your answer is here, the Total Deliveries in Anderson was 2069."
The value for Total Deliveries in Anderson in 2022 was equal to?,"Yes, your answer is here, the Total Deliveries in Anderson was equal to 2069."
Can you provide some details regarding the value for Total Deliveries in Anderson in 2022?,"Yes, your queried detail is here, the Total Deliveries in Anderson was equal to 2069."
"What was the Percent Total Deliveries in Anderson, Unknown, in 2022?","The Percent Total Deliveries in Anderson, Unknown, in 2022 was 4.3."
Can you tell me what was the Percent Total Deliveries in Anderson in 2022?,"Yes, your answer is here, the Percent Total Deliveries in Anderson was 4.3."
The value for Percent Total Deliveries in Anderson in 2022 was equal to?,"Yes, your answer is here, the Percent Total Deliveries in Anderson was equal to 4.3."
Can you provide some details regarding the value for Percent Total Deliveries in Anderson in 2022?,"Yes, your queried detail is here, the Percent Total Deliveries in Anderson was equal to 4.3."
"What was the Percent Medicaid Deliveries in Anderson, Unknown, in 2022?","The Percent Medicaid Deliveries in Anderson, Unknown, in 2022 was 61.3."
Can you tell me what was the Percent Medicaid Deliveries in Anderson in 2022?,"Yes, your answer is here, the Percent Medicaid Deliveries in Anderson was 61.3."
The value for Percent Medicaid Deliveries in Anderson in 2022 was equal to?,"Yes, your answer is here, the Percent Medicaid Deliveries in Anderson was equal to 61.3."
Can you provide some details regarding the value for Percent Medicaid Deliveries in Anderson in 2022?,"Yes, your queried detail is here, the Percent Medicaid Deliveries in Anderson was equal to 61.3."
"What was the Percent Uninsured Deliveries in Anderson, Unknown, in 2022?","The Percent Uninsured Deliveries in Anderson, Unknown, in 2022 was 1.3."
Can you tell me what was the Percent Uninsured Deliveries in Anderson in 2022?,"Yes, your answer is here, the Percent Uninsured Deliveries in Anderson was 1.3."
The value for Percent Uninsured Deliveries in Anderson in 2022 was equal to?,"Yes, your answer is here, the Percent Uninsured Deliveries in Anderson was equal to 1.3."
Can you provide some details regarding the value for Percent Uninsured Deliveries in Anderson in 2022?,"Yes, your queried detail is here, the Percent Uninsured Deliveries in Anderson was equal to 1.3."
"What was the Percent Black Non-Hispanic Birthing Persons in Anderson, Unknown, in 2022?","The Percent Black Non-Hispanic Birthing Persons in Anderson, Unknown, in 2022 was 19.1."
Can you tell me what was the Percent Black Non-Hispanic Birthing Persons in Anderson in 2022?,"Yes, your answer is here, the Percent Black Non-Hispanic Birthing Persons in Anderson was 19.1."
The value for Percent Black Non-Hispanic Birthing Persons in Anderson in 2022 was equal to?,"Yes, your answer is here, the Percent Black Non-Hispanic Birthing Persons in Anderson was equal to 19.1."
Can you provide some details regarding the value for Percent Black Non-Hispanic Birthing Persons in Anderson in 2022?,"Yes, your queried detail is here, the Percent Black Non-Hispanic Birthing Persons in Anderson was equal to 19.1."
"What was the Percent Hispanic Birthing Persons in Anderson, Unknown, in 2022?","The Percent Hispanic Birthing Persons in Anderson, Unknown, in 2022 was 8.0."
Can you tell me what was the Percent Hispanic Birthing Persons in Anderson in 2022?,"Yes, your answer is here, the Percent Hispanic Birthing Persons in Anderson was 8.0."
The value for Percent Hispanic Birthing Persons in Anderson in 2022 was equal to?,"Yes, your answer is here, the Percent Hispanic Birthing Persons in Anderson was equal to 8.0."
Can you provide some details regarding the value for Percent Hispanic Birthing Persons in Anderson in 2022?,"Yes, your queried detail is here, the Percent Hispanic Birthing Persons in Anderson was equal to 8.0."
"What was the Percent Other Non-Hispanic Birthing Persons in Anderson, Unknown, in 2022?","The Percent Other Non-Hispanic Birthing Persons in Anderson, Unknown, in 2022 was 1.4."
Can you tell me what was the Percent Other Non-Hispanic Birthing Persons in Anderson in 2022?,"Yes, your answer is here, the Percent Other Non-Hispanic Birthing Persons in Anderson was 1.4."
The value for Percent Other Non-Hispanic Birthing Persons in Anderson in 2022 was equal to?,"Yes, your answer is here, the Percent Other Non-Hispanic Birthing Persons in Anderson was equal to 1.4."
Can you provide some details regarding the value for Percent Other Non-Hispanic Birthing Persons in Anderson in 2022?,"Yes, your queried detail is here, the Percent Other Non-Hispanic Birthing Persons in Anderson was equal to 1.4."
"What was the Percent Premature Deliveries in Anderson, Unknown, in 2022?","The Percent Premature Deliveries in Anderson, Unknown, in 2022 was 10.8."
Can you tell me what was the Percent Premature Deliveries in Anderson in 2022?,"Yes, your answer is here, the Percent Premature Deliveries in Anderson was 10.8."
The value for Percent Premature Deliveries in Anderson in 2022 was equal to?,"Yes, your answer is here, the Percent Premature Deliveries in Anderson was equal to 10.8."
Can you provide some details regarding the value for Percent Premature Deliveries in Anderson in 2022?,"Yes, your queried detail is here, the Percent Premature Deliveries in Anderson was equal to 10.8."
"What was the Percent Low Birthweight Deliveries in Anderson, Unknown, in 2022?","The Percent Low Birthweight Deliveries in Anderson, Unknown, in 2022 was 8.6."
Can you tell me what was the Percent Low Birthweight Deliveries in Anderson in 2022?,"Yes, your answer is here, the Percent Low Birthweight Deliveries in Anderson was 8.6."
The value for Percent Low Birthweight Deliveries in Anderson in 2022 was equal to?,"Yes, your answer is here, the Percent Low Birthweight Deliveries in Anderson was equal to 8.6."
Can you provide some details regarding the value for Percent Low Birthweight Deliveries in Anderson in 2022?,"Yes, your queried detail is here, the Percent Low Birthweight Deliveries in Anderson was equal to 8.6."
"What was the Percent Chronic Physical Health Conditions in Anderson, Unknown, in 2022?","The Percent Chronic Physical Health Conditions in Anderson, Unknown, in 2022 was 22.8."
Can you tell me what was the Percent Chronic Physical Health Conditions in Anderson in 2022?,"Yes, your answer is here, the Percent Chronic Physical Health Conditions in Anderson was 22.8."
The value for Percent Chronic Physical Health Conditions in Anderson in 2022 was equal to?,"Yes, your answer is here, the Percent Chronic Physical Health Conditions in Anderson was equal to 22.8."
Can you provide some details regarding the value for Percent Chronic Physical Health Conditions in Anderson in 2022?,"Yes, your queried detail is here, the Percent Chronic Physical Health Conditions in Anderson was equal to 22.8."
"What was the Percent Chronic Behavioral Health Conditions in Anderson, Unknown, in 2022?","The Percent Chronic Behavioral Health Conditions in Anderson, Unknown, in 2022 was 28.8."
Can you tell me what was the Percent Chronic Behavioral Health Conditions in Anderson in 2022?,"Yes, your answer is here, the Percent Chronic Behavioral Health Conditions in Anderson was 28.8."
The value for Percent Chronic Behavioral Health Conditions in Anderson in 2022 was equal to?,"Yes, your answer is here, the Percent Chronic Behavioral Health Conditions in Anderson was equal to 28.8."
Can you provide some details regarding the value for Percent Chronic Behavioral Health Conditions in Anderson in 2022?,"Yes, your queried detail is here, the Percent Chronic Behavioral Health Conditions in Anderson was equal to 28.8."
"What was the SMM Per 10000 Deliveries in Anderson, Unknown, in 2022?","The SMM Per 10000 Deliveries in Anderson, Unknown, in 2022 was 111.2."
Can you tell me what was the SMM Per 10000 Deliveries in Anderson in 2022?,"Yes, your answer is here, the SMM Per 10000 Deliveries in Anderson was 111.2."
The value for SMM Per 10000 Deliveries in Anderson in 2022 was equal to?,"Yes, your answer is here, the SMM Per 10000 Deliveries in Anderson was equal to 111.2."
Can you provide some details regarding the value for SMM Per 10000 Deliveries in Anderson in 2022?,"Yes, your queried detail is here, the SMM Per 10000 Deliveries in Anderson was equal to 111.2."
"What was the Percent Potentially Avoidable Primary Cesareans in Anderson, Unknown, in 2022?","The Percent Potentially Avoidable Primary Cesareans in Anderson, Unknown, in 2022 was 25.2."
Can you tell me what was the Percent Potentially Avoidable Primary Cesareans in Anderson in 2022?,"Yes, your answer is here, the Percent Potentially Avoidable Primary Cesareans in Anderson was 25.2."
The value for Percent Potentially Avoidable Primary Cesareans in Anderson in 2022 was equal to?,"Yes, your answer is here, the Percent Potentially Avoidable Primary Cesareans in Anderson was equal to 25.2."
Can you provide some details regarding the value for Percent Potentially Avoidable Primary Cesareans in Anderson in 2022?,"Yes, your queried detail is here, the Percent Potentially Avoidable Primary Cesareans in Anderson was equal to 25.2."
"What was the Maternity Care Desert in Anderson, Unknown, in 2022?","The Maternity Care Desert in Anderson, Unknown, in 2022 was Access to Maternity Care."
Can you tell me what was the Maternity Care Desert in Anderson in 2022?,"Yes, your answer is here, the Maternity Care Desert in Anderson was Access to Maternity Care."
The value for Maternity Care Desert in Anderson in 2022 was equal to?,"Yes, your answer is here, the Maternity Care Desert in Anderson was equal to Access to Maternity Care."
Can you provide some details regarding the value for Maternity Care Desert in Anderson in 2022?,"Yes, your queried detail is here, the Maternity Care Desert in Anderson was equal to Access to Maternity Care."
"What was the Maternal Vulnerability Index (MVI) Score in Anderson, Unknown, in 2022?","The Maternal Vulnerability Index (MVI) Score in Anderson, Unknown, in 2022 was High."
Can you tell me what was the Maternal Vulnerability Index (MVI) Score in Anderson in 2022?,"Yes, your answer is here, the Maternal Vulnerability Index (MVI) Score in Anderson was High."
The value for Maternal Vulnerability Index (MVI) Score in Anderson in 2022 was equal to?,"Yes, your answer is here, the Maternal Vulnerability Index (MVI) Score in Anderson was equal to High."
Can you provide some details regarding the value for Maternal Vulnerability Index (MVI) Score in Anderson in 2022?,"Yes, your queried detail is here, the Maternal Vulnerability Index (MVI) Score in Anderson was equal to High."
"What was the MVI Reproductive Health in Anderson, Unknown, in 2022?","The MVI Reproductive Health in Anderson, Unknown, in 2022 was Med."
Can you tell me what was the MVI Reproductive Health in Anderson in 2022?,"Yes, your answer is here, the MVI Reproductive Health in Anderson was Med."
The value for MVI Reproductive Health in Anderson in 2022 was equal to?,"Yes, your answer is here, the MVI Reproductive Health in Anderson was equal to Med."
Can you provide some details regarding the value for MVI Reproductive Health in Anderson in 2022?,"Yes, your queried detail is here, the MVI Reproductive Health in Anderson was equal to Med."
"What was the MVI Physical Health in Anderson, Unknown, in 2022?","The MVI Physical Health in Anderson, Unknown, in 2022 was High."
Can you tell me what was the MVI Physical Health in Anderson in 2022?,"Yes, your answer is here, the MVI Physical Health in Anderson was High."
The value for MVI Physical Health in Anderson in 2022 was equal to?,"Yes, your answer is here, the MVI Physical Health in Anderson was equal to High."
Can you provide some details regarding the value for MVI Physical Health in Anderson in 2022?,"Yes, your queried detail is here, the MVI Physical Health in Anderson was equal to High."
"What was the MVI Mental Health in Anderson, Unknown, in 2022?","The MVI Mental Health in Anderson, Unknown, in 2022 was Med."
Can you tell me what was the MVI Mental Health in Anderson in 2022?,"Yes, your answer is here, the MVI Mental Health in Anderson was Med."
The value for MVI Mental Health in Anderson in 2022 was equal to?,"Yes, your answer is here, the MVI Mental Health in Anderson was equal to Med."
Can you provide some details regarding the value for MVI Mental Health in Anderson in 2022?,"Yes, your queried detail is here, the MVI Mental Health in Anderson was equal to Med."
